title,impact,component,start_date,end_date,duration_minutes,year,month_num,date_text_raw,body,link
Incident on 2017-04-20 15:31:36 UTC,minor,Pages,2017-04-20 15:31,2017-04-20 15:31,0,2017,4,"Apr 20, 15:31 - 15:31 UTC",2017-04-20 15:31:36 - GitHub Pages builds are temporarily paused for unscheduled maintenance. GitHub Pages sites remain available.2017-04-20 15:56:26 - Everything operating normally.,https://www.githubstatus.com/incidents/l4gqj0sy0hwx
Incident on 2017-03-27 13:33:22 UTC,minor,Pages,2017-03-27 13:33,2017-03-27 13:33,0,2017,3,"Mar 27, 13:33 - 13:33 UTC","2017-03-27 13:33:22 - We are experiencing a higher than average error rate serving GitHub Pages sites. Page builds remain unaffected.2017-03-27 14:05:33 - We've identified the issue causing increased error rates on Pages, and are working to deploy remediation.2017-03-27 14:13:57 - Everything operating normally.",https://www.githubstatus.com/incidents/qgtvpj68xy1v
Incident on 2017-03-24 12:23:09 UTC,minor,Webhooks,2017-03-24 12:23,2017-03-24 12:23,0,2017,3,"Mar 24, 12:23 - 12:23 UTC",2017-03-24 12:23:09 - We are investigating delays with webhook deliveries.2017-03-24 12:34:05 - Everything operating normally.,https://www.githubstatus.com/incidents/6p1jfhkv69s8
Incident on 2017-03-08 19:35:55 UTC,minor,Pages,2017-03-08 19:35,2017-03-08 19:35,0,2017,3,"Mar 8, 19:35 - 19:35 UTC",2017-03-08 19:35:55 - Minor service outage.2017-03-08 19:41:57 - GitHub Pages builds are temporarily paused for unscheduled maintenance. GitHub Pages sites remain available.2017-03-08 19:56:35 - Everything operating normally.,https://www.githubstatus.com/incidents/ylvpyvp037yd
Incident on 2017-03-07 21:36:33 UTC,minor,General,2017-03-07 21:36,2017-03-07 21:36,0,2017,3,"Mar 7, 21:36 - 21:36 UTC",2017-03-07 21:36:33 - Everything operating normally.,https://www.githubstatus.com/incidents/jzw173k20nq2
Incident on 2017-02-28 18:00:27 UTC,minor,Webhooks,2017-02-28 18:00,2017-02-28 18:00,0,2017,2,"Feb 28, 18:00 - 18:00 UTC","2017-02-28 18:00:27 - We are investigating issues serving web hooks as well as assets on GitHub.com.2017-02-28 19:32:55 - Webhooks are now delivering normally but webhook logs will be delayed. We are continuing to monitor other assets recovery.2017-02-28 22:35:12 - Webhook logs found in the ""Recent Deliveries"" section of the settings page will be delayed as they're processed.2017-03-01 04:37:42 - Everything operating normally.",https://www.githubstatus.com/incidents/nqxc2gc17jd1
Incident on 2017-02-22 16:47:47 UTC,minor,Pages,2017-02-22 16:47,2017-02-22 16:47,0,2017,2,"Feb 22, 16:47 - 16:47 UTC",2017-02-22 16:47:47 - GitHub Pages builds are temporarily paused for unscheduled maintenance. GitHub Pages sites remain available.2017-02-22 17:03:38 - GitHub Pages builds have resumed. Delays may continue as we work through the backlog.2017-02-22 17:35:59 - Everything operating normally.,https://www.githubstatus.com/incidents/58gbd8ck7pk6
Incident on 2017-02-08 17:21:21 UTC,minor,General,2017-02-08 17:21,2017-02-08 17:21,0,2017,2,"Feb 8, 17:21 - 17:21 UTC",2017-02-08 17:21:21 - We're investigating delays processing repository push events.2017-02-08 17:53:54 - Everything operating normally.,https://www.githubstatus.com/incidents/m9gtpnpr0x4t
Incident on 2017-02-02 19:39:29 UTC,minor,Webhooks,2017-02-02 19:39,2017-02-02 19:39,0,2017,2,"Feb 2, 19:39 - 19:39 UTC",2017-02-02 19:39:29 - Minor service outage.2017-02-02 19:46:29 - We are investigating delays with webhook deliveries.2017-02-02 19:58:47 - We are processing the webhook delivery backlog. You may continue to experience delays as we work through the queue.2017-02-02 20:13:46 - Everything operating normally.,https://www.githubstatus.com/incidents/6q7hmswht32x
Incident on 2017-01-13 16:14:40 UTC,major,General,2017-01-13 16:14,2017-01-13 16:14,0,2017,1,"Jan 13, 16:14 - 16:14 UTC",2017-01-13 16:14:40 - Major service outage.2017-01-13 16:42:16 - We've remediated the issue and continue to monitor.2017-01-13 16:55:51 - Everything operating normally.,https://www.githubstatus.com/incidents/ttmp11jsnf53
Incident on 2017-01-12 08:05:21 UTC,major,Notifications,2017-01-12 08:05,2017-01-12 08:05,0,2017,1,"Jan 12, 08:05 - 08:05 UTC","2017-01-12 08:05:21 - We are failing over a data service, you may experience exceptions and delay while receiving notifications. Apologies for the inconvenience.2017-01-12 08:11:10 - Major service outage.2017-01-12 08:17:52 - Everything operating normally.",https://www.githubstatus.com/incidents/hz8s96wkbjsv
Incident on 2016-12-06 20:08:51 UTC,major,General,2016-12-06 20:08,2016-12-06 20:08,0,2016,12,"Dec 6, 20:08 - 20:08 UTC",2016-12-06 20:08:51 - Major service outage.2016-12-06 20:50:11 - Service has returned and we are continuing to monitor the situation.2016-12-06 20:54:55 - Everything operating normally.,https://www.githubstatus.com/incidents/cv370tdz16j1
Incident on 2016-12-03 10:26:48 UTC,minor,Issues,2016-12-03 10:26,2016-12-03 10:26,0,2016,12,"Dec 3, 10:26 - 10:26 UTC",2016-12-03 10:26:48 - We're investigating network connectivity issues to the GitHub API.2016-12-03 11:24:41 - Everything operating normally.,https://www.githubstatus.com/incidents/z93j5g2c440d
Incident on 2016-11-22 15:07:05 UTC,minor,Pages,2016-11-22 15:07,2016-11-22 15:07,0,2016,11,"Nov 22, 15:07 - 15:07 UTC",2016-11-22 15:07:05 - We're investigating an increase in 404 responses when serving GitHub Pages.2016-11-22 16:00:43 - We're continuing to investigate an increase in 404 responses when serving GitHub Pages.2016-11-22 17:06:36 - GitHub Pages sites continue to serve an increased number of 404 responses as we work to resolve the underlying cause.2016-11-22 17:53:44 - GitHub Pages is serving all sites as expected but some 404 responses may continue to be cached for up to 30 minutes.2016-11-22 18:15:26 - Everything operating normally.,https://www.githubstatus.com/incidents/tvqtvtl16fzf
Incident on 2016-11-21 16:49:39 UTC,minor,Webhooks,2016-11-21 16:49,2016-11-21 16:49,0,2016,11,"Nov 21, 16:49 - 16:49 UTC",2016-11-21 16:49:39 - We're investigating delayed webhook deliveries.2016-11-21 17:27:28 - We're continuing to investigate delayed webhook deliveries.2016-11-21 17:41:49 - Everything operating normally.,https://www.githubstatus.com/incidents/586kghnpn6kg
Incident on 2016-11-16 14:50:47 UTC,major,General,2016-11-16 14:50,2016-11-16 14:50,0,2016,11,"Nov 16, 14:50 - 14:50 UTC",2016-11-16 14:50:47 - Major service outage.2016-11-16 15:10:20 - Everything operating normally.,https://www.githubstatus.com/incidents/c13kwrm07vt1
Incident on 2016-11-01 02:55:49 UTC,minor,General,2016-11-01 02:55,2016-11-01 02:55,0,2016,11,"Nov 1, 02:55 - 02:55 UTC",2016-11-01 02:55:49 - We are investigating a high number of exceptions on GitHub.com.2016-11-01 03:44:22 - Everything operating normally.,https://www.githubstatus.com/incidents/rlcfhvzq4nv6
Incident on 2016-10-21 16:36:17 UTC,major,Issues,2016-10-21 16:36,2016-10-21 16:36,0,2016,10,"Oct 21, 16:36 - 16:36 UTC",2016-10-21 16:36:17 - We are investigating DNS resolution issues for GitHub.com.2016-10-21 20:35:45 - We have migrated to an unaffected DNS provider. Some users may experience problems with cached results as the change propagates.2016-10-21 22:10:11 - We are observing normal traffic volume and will continue to monitor. Some users may still be affected while DNS changes propagate.,https://www.githubstatus.com/incidents/qb2hnrrd4smb
Incident on 2016-10-21 13:14:30 UTC,minor,Webhooks,2016-10-21 13:14,2016-10-21 13:14,0,2016,10,"Oct 21, 13:14 - 13:14 UTC",2016-10-21 13:14:30 - A global event is affecting an upstream DNS provider. GitHub services may be intermittently available at this time.2016-10-21 14:01:51 - The upstream DNS incident has been resolved. We continue to monitor our systems while they deliver a backlog of webhook events.,https://www.githubstatus.com/incidents/7fxppbn8b6f1
Incident on 2016-10-20 07:15:05 UTC,minor,Issues,2016-10-20 07:15,2016-10-20 07:15,0,2016,10,"Oct 20, 07:15 - 07:15 UTC",2016-10-20 07:15:05 - We are investigating intermittent connection issues to GitHub.com.2016-10-20 07:56:44 - Everything operating normally.,https://www.githubstatus.com/incidents/clpp9thd0rw7
Incident on 2016-10-04 06:09:00 UTC,major,General,2016-10-04 06:09,2016-10-04 06:09,0,2016,10,"Oct 4, 06:09 - 06:09 UTC",2016-10-04 06:09:00 - Major service outage.2016-10-04 06:27:30 - Everything operating normally.,https://www.githubstatus.com/incidents/r36944xl123v
Incident on 2016-09-19 17:14:43 UTC,minor,General,2016-09-19 17:14,2016-09-19 17:14,0,2016,9,"Sep 19, 17:14 - 17:14 UTC",2016-09-19 17:14:43 - Everything operating normally.,https://www.githubstatus.com/incidents/m34mksmfnw15
Incident on 2016-09-19 14:58:36 UTC,minor,Pages,2016-09-19 14:58,2016-09-19 14:58,0,2016,9,"Sep 19, 14:58 - 14:58 UTC",2016-09-19 14:58:36 - We are investigating increased error rates on GitHub.com.2016-09-19 16:01:21 - We continue to investigate elevated GitHub API error rates.2016-09-19 16:42:47 - We continue to investigate GitHub API error rates and are working through a backlog of GitHub Pages builds.2016-09-19 16:59:22 - We continue to investigate increased GitHub API error rates.2016-09-19 17:13:59 - Everything operating normally.,https://www.githubstatus.com/incidents/w8fs3m11f494
Incident on 2016-09-19 09:16:19 UTC,minor,Issues,2016-09-19 09:16,2016-09-19 09:16,0,2016,9,"Sep 19, 09:16 - 09:16 UTC",2016-09-19 09:16:19 - we're experiencing issues creating new organisations; we are working to resolve them.2016-09-19 09:32:56 - Everything operating normally.,https://www.githubstatus.com/incidents/m0lqtnf55ssf
Incident on 2016-09-12 19:17:53 UTC,minor,Pages,2016-09-12 19:17,2016-09-12 19:17,0,2016,9,"Sep 12, 19:17 - 19:17 UTC",2016-09-12 19:17:53 - GitHub Pages builds are temporarily paused for unscheduled maintenance. GitHub Pages sites remain available.2016-09-12 19:48:52 - GitHub Pages builds have been resumed. We continue to monitor the situation as we work through the backlog.2016-09-12 19:55:40 - Everything operating normally.,https://www.githubstatus.com/incidents/zls1bttdr165
Incident on 2016-09-02 16:09:40 UTC,minor,General,2016-09-02 16:09,2016-09-02 16:09,0,2016,9,"Sep 2, 16:09 - 16:09 UTC",2016-09-02 16:09:40 - We're monitoring a service disruption with our email delivery provider causing notification delays for some users.2016-09-02 20:31:30 - Everything operating normally.,https://www.githubstatus.com/incidents/rb719z1knkm7
Incident on 2016-08-19 00:48:25 UTC,minor,Webhooks,2016-08-19 00:48,2016-08-19 00:48,0,2016,8,"Aug 19, 00:48 - 00:48 UTC",2016-08-19 00:48:25 - We are recovering from a brief network disruption. Webhook delivery was impacted from 00:18 UTC to 00:40 UTC.,https://www.githubstatus.com/incidents/12m34s4gmx6c
Incident on 2016-08-03 10:43:55 UTC,minor,General,2016-08-03 10:43,2016-08-03 10:43,0,2016,8,"Aug 3, 10:43 - 10:43 UTC",2016-08-03 10:43:55 - Minor service outage.2016-08-03 11:27:42 - We are currently experiencing a delay in email notification delivery.2016-08-03 17:33:40 - Everything operating normally.,https://www.githubstatus.com/incidents/wj73ws46hcfl
Incident on 2016-08-01 18:16:56 UTC,minor,Issues,2016-08-01 18:16,2016-08-01 18:16,0,2016,8,"Aug 1, 18:16 - 18:16 UTC",2016-08-01 18:16:56 - We're investigating reports of connection issues on GitHub.2016-08-01 18:33:55 - Everything operating normally.,https://www.githubstatus.com/incidents/l6dqj0mf1lld
Incident on 2016-07-29 21:20:25 UTC,minor,General,2016-07-29 21:20,2016-07-29 21:20,0,2016,7,"Jul 29, 21:20 - 21:20 UTC",2016-07-29 21:20:25 - Everything operating normally.,https://www.githubstatus.com/incidents/617jmnw97grz
Incident on 2016-07-29 21:20:24 UTC,minor,General,2016-07-29 21:20,2016-07-29 21:20,0,2016,7,"Jul 29, 21:20 - 21:20 UTC",2016-07-29 21:20:24 - Everything operating normally.,https://www.githubstatus.com/incidents/ll1hycqfnsjx
Incident on 2016-07-28 08:12:34 UTC,minor,General,2016-07-28 08:12,2016-07-28 08:12,0,2016,7,"Jul 28, 08:12 - 08:12 UTC",2016-07-28 08:12:34 - Users may experience some missing timeline data while we restore a core data service.2016-07-28 10:51:50 - We are preparing to fail over a core service and expect a short period of unavailability.2016-07-28 10:58:27 - Users may experience some missing timeline data while we restore a core data service.2016-07-28 10:59:43 - Users may experience some missing timeline data while we restore a core data service.2016-07-28 12:11:07 - We are preparing to fail over a core service and expect a short period of unavailability.2016-07-28 12:16:00 - Users may experience some missing timeline data while we restore a core data service.2016-07-28 14:35:30 - We are continuing to rebuild timelines after restoring a core data service. Users may see missing events until this operation completes.,https://www.githubstatus.com/incidents/gbqr4y952z0l
Incident on 2016-07-28 05:16:31 UTC,major,General,2016-07-28 05:16,2016-07-28 05:16,0,2016,7,"Jul 28, 05:16 - 05:16 UTC",2016-07-28 05:16:31 - Major service outage.2016-07-28 05:47:07 - Service is recovering and we are continuing to monitor.2016-07-28 05:55:44 - Everything operating normally.,https://www.githubstatus.com/incidents/nfqng4fkl273
Incident on 2016-07-12 16:00:47 UTC,major,General,2016-07-12 16:00,2016-07-12 16:00,0,2016,7,"Jul 12, 16:00 - 16:00 UTC",2016-07-12 16:00:47 - We're investigating delayed updates across the site.2016-07-12 16:20:04 - We are investigating an increased exception rate.2016-07-12 16:36:47 - We're continuing to investigate delayed updates across the site.2016-07-12 17:09:55 - Everything operating normally.,https://www.githubstatus.com/incidents/92lgbmn7kxpt
Incident on 2016-07-07 18:49:56 UTC,minor,General,2016-07-07 18:49,2016-07-07 18:49,0,2016,7,"Jul 7, 18:49 - 18:49 UTC",2016-07-07 18:49:56 - All systems reporting at 100%.,https://www.githubstatus.com/incidents/mq65lmcsgrkb
Incident on 2016-07-06 20:05:41 UTC,minor,Pages,2016-07-06 20:05,2016-07-06 20:05,0,2016,7,"Jul 6, 20:05 - 20:05 UTC",2016-07-06 20:05:41 - We are performing maintenance on GitHub Pages. Traffic to apex Pages sites may be delayed. Non-apex sites and page builds will be unaffected.2016-07-06 20:25:12 - Everything operating normally.,https://www.githubstatus.com/incidents/nqpr4l8y6n2k
Incident on 2016-07-06 18:34:04 UTC,major,General,2016-07-06 18:34,2016-07-06 18:34,0,2016,7,"Jul 6, 18:34 - 18:34 UTC",2016-07-06 18:34:04 - Major service outage.2016-07-06 18:36:41 - Everything operating normally.,https://www.githubstatus.com/incidents/f51mf0m8hy0z
Incident on 2016-07-05 20:21:19 UTC,minor,Pages,2016-07-05 20:21,2016-07-05 20:21,0,2016,7,"Jul 5, 20:21 - 20:21 UTC","2016-07-05 20:21:19 - We are preforming maintenance on GitHub Pages, requests to pages sites may have issues momentarily.2016-07-05 20:33:02 - We are performing maintenance on GitHub Pages, requests to pages sites may have issues momentarily.2016-07-05 20:56:26 - Everything operating normally.",https://www.githubstatus.com/incidents/2g548px7kdrv
Incident on 2016-07-04 07:56:16 UTC,minor,Notifications,2016-07-04 07:56,2016-07-04 07:56,0,2016,7,"Jul 4, 07:56 - 07:56 UTC","2016-07-04 07:56:16 - We are failing over a data service, you may experience exceptions and delay while receiving notifications. Apologies for the inconvenience.2016-07-04 08:12:58 - Everything operating normally.",https://www.githubstatus.com/incidents/bdl12fcps5yj
Incident on 2016-06-28 07:03:10 UTC,minor,General,2016-06-28 07:03,2016-06-28 07:03,0,2016,6,"Jun 28, 07:03 - 07:03 UTC","2016-06-28 07:03:10 - We are preparing to fail over a core data service, you may experience exceptions for a short period. We apologize for the inconvenience.2016-06-28 07:15:16 - Everything operating normally.",https://www.githubstatus.com/incidents/3vygbn8gf1d8
Incident on 2016-06-12 05:35:11 UTC,major,General,2016-06-12 05:35,2016-06-12 05:35,0,2016,6,"Jun 12, 05:35 - 05:35 UTC",2016-06-12 05:35:11 - Major service outage.2016-06-12 05:53:23 - Our systems are recovering and we continue to monitor.2016-06-12 05:59:06 - Everything operating normally.,https://www.githubstatus.com/incidents/244c0n5p75rv
Incident on 2016-06-09 07:41:47 UTC,minor,General,2016-06-09 07:41,2016-06-09 07:41,0,2016,6,"Jun 9, 07:41 - 07:41 UTC",2016-06-09 07:41:47 - We are investigating a minor service outage.2016-06-09 07:42:57 - Everything operating normally.,https://www.githubstatus.com/incidents/vyx6gtvtp564
Incident on 2016-06-01 16:25:50 UTC,minor,General,2016-06-01 16:25,2016-06-01 16:25,0,2016,6,"Jun 1, 16:25 - 16:25 UTC",2016-06-01 16:25:50 - We have temporarily disabled repository imports while we investigate an internal error.2016-06-01 16:40:35 - Everything operating normally.,https://www.githubstatus.com/incidents/vyngpb44z8y0
Incident on 2016-05-25 15:33:38 UTC,minor,Notifications,2016-05-25 15:33,2016-05-25 15:33,0,2016,5,"May 25, 15:33 - 15:33 UTC",2016-05-25 15:33:38 - We're investigating reports of delayed notifications and delayed inbound commit processing.2016-05-25 17:38:58 - We are continuing to process a notifications backlog.2016-05-25 18:44:58 - Everything operating normally.,https://www.githubstatus.com/incidents/k3r2685sqyng
Incident on 2016-05-24 19:55:07 UTC,minor,Notifications,2016-05-24 19:55,2016-05-24 19:55,0,2016,5,"May 24, 19:55 - 19:55 UTC",2016-05-24 19:55:07 - We are investigating reports of delayed notifications.2016-05-24 22:11:14 - Everything operating normally.,https://www.githubstatus.com/incidents/ws2fmw7hy7ps
Incident on 2016-05-23 16:53:27 UTC,minor,General,2016-05-23 16:53,2016-05-23 16:53,0,2016,5,"May 23, 16:53 - 16:53 UTC",2016-05-23 16:53:27 - Some users may experience a delay in pushes or other changes appearing on the site.2016-05-23 18:39:43 - Everything operating normally.,https://www.githubstatus.com/incidents/b82hs5ndnxts
Incident on 2016-05-23 15:03:58 UTC,major,Issues,2016-05-23 15:03,2016-05-23 15:03,0,2016,5,"May 23, 15:03 - 15:03 UTC",2016-05-23 15:03:58 - We are aware of site latency issues and are working to investigate them.2016-05-23 15:10:00 - We're investigating some issues with our databases.2016-05-23 15:14:41 - Minor service outage.2016-05-23 15:31:50 - We are still working to resolve minor service issues. You may see delays in updates across the site.2016-05-23 16:47:23 - Everything operating normally.,https://www.githubstatus.com/incidents/z1v97kqvh8ps
Incident on 2016-05-20 07:56:13 UTC,major,Issues,2016-05-20 07:56,2016-05-20 07:56,0,2016,5,"May 20, 07:56 - 07:56 UTC",2016-05-20 07:56:13 - We're investigating some issues with our databases.2016-05-20 07:59:41 - Our primary database is now recovering.2016-05-20 08:03:13 - Everything operating normally.,https://www.githubstatus.com/incidents/llv50wkhh63q
Incident on 2016-05-10 16:19:38 UTC,minor,General,2016-05-10 16:19,2016-05-10 16:19,0,2016,5,"May 10, 16:19 - 16:19 UTC",2016-05-10 16:19:38 - Minor service outage.2016-05-10 16:22:46 - Everything operating normally.,https://www.githubstatus.com/incidents/gvsdqkv8pvrw
Incident on 2016-05-05 22:45:01 UTC,minor,Issues,2016-05-05 22:45,2016-05-05 22:45,0,2016,5,"May 5, 22:45 - 22:45 UTC",2016-05-05 22:45:01 - Minor service outage.2016-05-05 22:52:59 - We're investigating issues reaching Pages sites.2016-05-05 23:08:00 - Everything operating normally.,https://www.githubstatus.com/incidents/v236hx8f0mbn
Incident on 2016-04-29 03:23:11 UTC,minor,General,2016-04-29 03:23,2016-04-29 03:23,0,2016,4,"Apr 29, 03:23 - 03:23 UTC",2016-04-29 03:23:11 - Minor service outage.2016-04-29 03:23:51 - A small percentage of git repositories are currently offline.2016-04-29 03:39:48 - Everything operating normally.,https://www.githubstatus.com/incidents/jd1nbz1wcpy6
Incident on 2016-04-26 12:09:40 UTC,minor,General,2016-04-26 12:09,2016-04-26 12:09,0,2016,4,"Apr 26, 12:09 - 12:09 UTC",2016-04-26 12:09:40 - We've resolved a problem that was causing delays on certain elements of the web UI. We continue to monitor the situation.,https://www.githubstatus.com/incidents/c8lyvdwxqnv4
Incident on 2016-04-06 23:18:10 UTC,minor,General,2016-04-06 23:18,2016-04-06 23:18,0,2016,4,"Apr 6, 23:18 - 23:18 UTC",2016-04-06 23:18:10 - Everything operating normally.,https://www.githubstatus.com/incidents/0q7pmjbl04tg
Incident on 2016-04-06 18:38:06 UTC,minor,General,2016-04-06 18:38,2016-04-06 18:38,0,2016,4,"Apr 6, 18:38 - 18:38 UTC","2016-04-06 18:38:06 - We're working to restore affected data, but contact us via https://github.com/contact for assistance if you have questions or concerns.",https://www.githubstatus.com/incidents/vs0fl7hdn1cg
Incident on 2016-04-06 18:37:41 UTC,minor,General,2016-04-06 18:37,2016-04-06 18:37,0,2016,4,"Apr 6, 18:37 - 18:37 UTC","2016-04-06 18:37:41 - We've fixed a defect that caused some issue and PR bodies to be overwritten when an assignee, label, or milestone was added.",https://www.githubstatus.com/incidents/15qwvs8b0bnv
Incident on 2016-04-05 20:43:32 UTC,major,General,2016-04-05 20:43,2016-04-05 20:43,0,2016,4,"Apr 5, 20:43 - 20:43 UTC","2016-04-05 20:43:32 - Minor service outage.2016-04-05 20:54:35 - GitHub.com is unavailable while we resolve an issue with one of our backend services.2016-04-05 21:08:29 - GitHub.com response times are returning to normal.2016-04-05 21:29:52 - Our systems are working through a queue backlog. In the meantime, new pushes may take some time to show on GitHub.com.2016-04-05 21:51:33 - We continute to work through a sizeable queue backlog.2016-04-05 22:19:00 - Everything operating normally.",https://www.githubstatus.com/incidents/z2trgr7tmc26
Incident on 2016-04-05 19:01:51 UTC,minor,Issues,2016-04-05 19:01,2016-04-05 19:01,0,2016,4,"Apr 5, 19:01 - 19:01 UTC",2016-04-05 19:01:51 - We are aware of site latency issues and are working to investigate them.2016-04-05 19:09:15 - Everything operating normally.,https://www.githubstatus.com/incidents/klzpdxxbtzvv
Incident on 2016-04-05 09:31:50 UTC,minor,Issues,2016-04-05 09:31,2016-04-05 09:31,0,2016,4,"Apr 5, 09:31 - 09:31 UTC",2016-04-05 09:31:50 - We are currently looking into further issues.2016-04-05 09:47:15 - Everything operating normally.,https://www.githubstatus.com/incidents/nl00wvgjhc73
Incident on 2016-04-05 08:27:49 UTC,major,Issues,2016-04-05 08:27,2016-04-05 08:27,0,2016,4,"Apr 5, 08:27 - 08:27 UTC",2016-04-05 08:27:49 - We are experiencing connectivity issues and are currently investigating.2016-04-05 08:48:46 - Major service outage.2016-04-05 09:15:56 - We have identified the cause of the issue and are services are recovering.2016-04-05 09:16:25 - We have identified the cause of the issue and services are recovering.2016-04-05 09:23:40 - Everything operating normally.,https://www.githubstatus.com/incidents/g7q57ykmvzhd
Incident on 2016-04-01 07:03:26 UTC,minor,General,2016-04-01 07:03,2016-04-01 07:03,0,2016,4,"Apr 1, 07:03 - 07:03 UTC",2016-04-01 07:03:26 - Minor service outage.2016-04-01 07:18:10 - Everything operating normally.,https://www.githubstatus.com/incidents/3q7n77ztmcgf
Incident on 2016-03-23 11:58:05 UTC,minor,General,2016-03-23 11:58,2016-03-23 11:58,0,2016,3,"Mar 23, 11:58 - 11:58 UTC",2016-03-23 11:58:05 - Everything operating normally.,https://www.githubstatus.com/incidents/kr71t8p8jpb2
Incident on 2016-03-23 06:42:06 UTC,minor,General,2016-03-23 06:42,2016-03-23 06:42,0,2016,3,"Mar 23, 06:42 - 06:42 UTC",2016-03-23 06:42:06 - We're working to mitigate a DDoS attack affecting github.com performance.2016-03-23 07:01:57 - We continue to monitor while we mitigate a DDoS attack. All services are operational.,https://www.githubstatus.com/incidents/pqbcmnhrvbhb
Incident on 2016-03-21 17:18:27 UTC,major,General,2016-03-21 17:18,2016-03-21 17:18,0,2016,3,"Mar 21, 17:18 - 17:18 UTC",2016-03-21 17:18:27 - We're investigating a high number of errors.2016-03-21 17:21:59 - Error rates are subsiding.2016-03-21 17:28:03 - Everything operating normally.,https://www.githubstatus.com/incidents/qmcp9209nbtk
Incident on 2016-03-11 02:58:35 UTC,minor,General,2016-03-11 02:58,2016-03-11 02:58,0,2016,3,"Mar 11, 02:58 - 02:58 UTC",2016-03-11 02:58:35 - We're investigating a delay in email processing.2016-03-11 03:51:34 - We've identified an issue with outbound mail delivery. Delays are clearing and we're working to resolve the issue.2016-03-11 04:28:42 - We've implemented a fix for the email delivery issue and continue to monitor the situation.2016-03-11 05:16:51 - Everything operating normally.,https://www.githubstatus.com/incidents/rq7mdlp2ym56
Incident on 2016-03-03 21:07:14 UTC,minor,General,2016-03-03 21:07,2016-03-03 21:07,0,2016,3,"Mar 3, 21:07 - 21:07 UTC",2016-03-03 21:07:14 - Page builds are temporarily paused for unscheduled maintenance. Pages sites continue to be served.2016-03-03 21:23:02 - Page builds have resumed. We continue to monitor the situation as we work through the backlog.2016-03-03 22:03:59 - Everything operating normally.,https://www.githubstatus.com/incidents/l57cmlyhdt70
Incident on 2016-03-01 17:37:40 UTC,minor,Issues,2016-03-01 17:37,2016-03-01 17:37,0,2016,3,"Mar 1, 17:37 - 17:37 UTC",2016-03-01 17:37:40 - We're investigating issues delivering email.2016-03-01 18:05:51 - Everything operating normally.,https://www.githubstatus.com/incidents/rbcldr4mq84s
Incident on 2016-03-01 07:07:37 UTC,minor,General,2016-03-01 07:07,2016-03-01 07:07,0,2016,3,"Mar 1, 07:07 - 07:07 UTC",2016-03-01 07:07:37 - Minor service outage.2016-03-01 07:21:41 - Everything operating normally.,https://www.githubstatus.com/incidents/1d2hzc019cnq
Incident on 2016-02-23 01:31:51 UTC,minor,Issues,2016-02-23 01:31,2016-02-23 01:31,0,2016,2,"Feb 23, 01:31 - 01:31 UTC",2016-02-23 01:31:51 - We're investigating issues with git.io.2016-02-23 01:44:18 - Everything operating normally.,https://www.githubstatus.com/incidents/c8v4c6hvryk1
Incident on 2016-02-23 00:04:03 UTC,minor,General,2016-02-23 00:04,2016-02-23 00:04,0,2016,2,"Feb 23, 00:04 - 00:04 UTC",2016-02-23 00:04:03 - We're investigating an increased Pages build error rate.2016-02-23 00:12:50 - Everything operating normally.,https://www.githubstatus.com/incidents/3k3sbfrwhm6w
Incident on 2016-02-22 05:49:38 UTC,minor,Issues,2016-02-22 05:49,2016-02-22 05:49,0,2016,2,"Feb 22, 05:49 - 05:49 UTC",2016-02-22 05:49:38 - We're investigating connectivity issues affecting some users.2016-02-22 06:12:11 - We've identified an issue with an upstream peering provider. Connectivity is restored and we continue to monitor the situation.,https://www.githubstatus.com/incidents/dvz332jd89gc
Incident on 2016-02-17 21:57:51 UTC,minor,General,2016-02-17 21:57,2016-02-17 21:57,0,2016,2,"Feb 17, 21:57 - 21:57 UTC",2016-02-17 21:57:51 - We're working to mitigate a DDoS attack affecting github.com performance.2016-02-17 22:24:52 - Everything operating normally.,https://www.githubstatus.com/incidents/w0xg373sndcs
Incident on 2016-02-08 18:33:27 UTC,minor,Webhooks,2016-02-08 18:33,2016-02-08 18:33,0,2016,2,"Feb 8, 18:33 - 18:33 UTC","2016-02-08 18:33:27 - We are investigating reports of delayed webhooks and notifications.2016-02-08 18:54:56 - We continue to investigate delays with webhooks and notifications.2016-02-08 19:17:43 - We continue to monitor the situation as all services recover.2016-02-08 19:37:00 - We continue to monitor as services recover.2016-02-08 20:03:05 - Recovery continues. A small number of users may experience a delay in notifications.2016-02-08 20:23:00 - ""Notifications are recovering. We continue to monitor."".",https://www.githubstatus.com/incidents/dnjn5949mmfm
Incident on 2016-02-08 04:00:55 UTC,minor,Git Operations,2016-02-08 04:00,2016-02-08 04:00,0,2016,2,"Feb 8, 04:00 - 04:00 UTC",2016-02-08 04:00:55 - We're investigating issues with a small percentage of git operations.2016-02-08 04:17:03 - We are continuing to investigate issues with a small number of git operations.2016-02-08 04:33:14 - We continue to investigate issues with a small number of git operations.2016-02-08 04:56:47 - We continue to monitor the situation as all services recover.2016-02-08 05:11:02 - Everything operating normally.,https://www.githubstatus.com/incidents/xbh2ncjbjg30
Incident on 2016-02-04 17:56:51 UTC,minor,General,2016-02-04 17:56,2016-02-04 17:56,0,2016,2,"Feb 4, 17:56 - 17:56 UTC",2016-02-04 17:56:51 - We're investigating connectivity problems on https://github.com.2016-02-04 18:08:57 - Everything operating normally.,https://www.githubstatus.com/incidents/1fzr63fj6417
