month,title,impact,date_text,body,link
March 2016,Incident on 2016-03-21 17:18:27 UTC,major,"Mar 21, 17:18 - 17:18 UTC",2016-03-21 17:18:27 - We're investigating a high number of errors.2016-03-21 17:21:59 - Error rates are subsiding.2016-03-21 17:28:03 - Everything operating normally.,https://www.githubstatus.com/incidents/qmcp9209nbtk
March 2016,Incident on 2016-03-11 02:58:35 UTC,minor,"Mar 11, 02:58 - 02:58 UTC",2016-03-11 02:58:35 - We're investigating a delay in email processing.2016-03-11 03:51:34 - We've identified an issue with outbound mail delivery. Delays are clearing and we're working to resolve the issue.2016-03-11 04:28:42 - We've implemented a fix for the email delivery issue and continue to monitor the situation.2016-03-11 05:16:51 - Everything operating normally.,https://www.githubstatus.com/incidents/rq7mdlp2ym56
March 2016,Incident on 2016-03-03 21:07:14 UTC,minor,"Mar 3, 21:07 - 21:07 UTC",2016-03-03 21:07:14 - Page builds are temporarily paused for unscheduled maintenance. Pages sites continue to be served.2016-03-03 21:23:02 - Page builds have resumed. We continue to monitor the situation as we work through the backlog.2016-03-03 22:03:59 - Everything operating normally.,https://www.githubstatus.com/incidents/l57cmlyhdt70
March 2016,Incident on 2016-03-01 17:37:40 UTC,minor,"Mar 1, 17:37 - 17:37 UTC",2016-03-01 17:37:40 - We're investigating issues delivering email.2016-03-01 18:05:51 - Everything operating normally.,https://www.githubstatus.com/incidents/rbcldr4mq84s
March 2016,Incident on 2016-03-01 07:07:37 UTC,minor,"Mar 1, 07:07 - 07:07 UTC",2016-03-01 07:07:37 - Minor service outage.2016-03-01 07:21:41 - Everything operating normally.,https://www.githubstatus.com/incidents/1d2hzc019cnq
February 2016,Incident on 2016-02-23 01:31:51 UTC,minor,"Feb 23, 01:31 - 01:31 UTC",2016-02-23 01:31:51 - We're investigating issues with git.io.2016-02-23 01:44:18 - Everything operating normally.,https://www.githubstatus.com/incidents/c8v4c6hvryk1
February 2016,Incident on 2016-02-23 00:04:03 UTC,minor,"Feb 23, 00:04 - 00:04 UTC",2016-02-23 00:04:03 - We're investigating an increased Pages build error rate.2016-02-23 00:12:50 - Everything operating normally.,https://www.githubstatus.com/incidents/3k3sbfrwhm6w
February 2016,Incident on 2016-02-22 05:49:38 UTC,minor,"Feb 22, 05:49 - 05:49 UTC",2016-02-22 05:49:38 - We're investigating connectivity issues affecting some users.2016-02-22 06:12:11 - We've identified an issue with an upstream peering provider. Connectivity is restored and we continue to monitor the situation.,https://www.githubstatus.com/incidents/dvz332jd89gc
February 2016,Incident on 2016-02-17 21:57:51 UTC,minor,"Feb 17, 21:57 - 21:57 UTC",2016-02-17 21:57:51 - We're working to mitigate a DDoS attack affecting github.com performance.2016-02-17 22:24:52 - Everything operating normally.,https://www.githubstatus.com/incidents/w0xg373sndcs
February 2016,Incident on 2016-02-08 18:33:27 UTC,minor,"Feb 8, 18:33 - 18:33 UTC","2016-02-08 18:33:27 - We are investigating reports of delayed webhooks and notifications.2016-02-08 18:54:56 - We continue to investigate delays with webhooks and notifications.2016-02-08 19:17:43 - We continue to monitor the situation as all services recover.2016-02-08 19:37:00 - We continue to monitor as services recover.2016-02-08 20:03:05 - Recovery continues. A small number of users may experience a delay in notifications.2016-02-08 20:23:00 - ""Notifications are recovering. We continue to monitor."".",https://www.githubstatus.com/incidents/dnjn5949mmfm
February 2016,Incident on 2016-02-08 04:00:55 UTC,minor,"Feb 8, 04:00 - 04:00 UTC",2016-02-08 04:00:55 - We're investigating issues with a small percentage of git operations.2016-02-08 04:17:03 - We are continuing to investigate issues with a small number of git operations.2016-02-08 04:33:14 - We continue to investigate issues with a small number of git operations.2016-02-08 04:56:47 - We continue to monitor the situation as all services recover.2016-02-08 05:11:02 - Everything operating normally.,https://www.githubstatus.com/incidents/xbh2ncjbjg30
February 2016,Incident on 2016-02-04 17:56:51 UTC,minor,"Feb 4, 17:56 - 17:56 UTC",2016-02-04 17:56:51 - We're investigating connectivity problems on https://github.com.2016-02-04 18:08:57 - Everything operating normally.,https://www.githubstatus.com/incidents/1fzr63fj6417
February 2016,Incident on 2016-02-04 05:56:45 UTC,minor,"Feb 4, 05:56 - 05:56 UTC",2016-02-04 05:56:45 - We're investigating issues pushing to some Git repositories.2016-02-04 05:59:29 - Everything operating normally.,https://www.githubstatus.com/incidents/td1yxyhm3hcc
January 2016,Incident on 2016-01-29 07:51:55 UTC,minor,"Jan 29, 07:51 - 07:51 UTC",2016-01-29 07:51:55 - All is well.,https://www.githubstatus.com/incidents/v8jr0f8s3q36
January 2016,Incident on 2016-01-29 07:23:49 UTC,minor,"Jan 29, 07:23 - 07:23 UTC",2016-01-29 07:23:49 - We're performing a planned maintenance procedure and do not anticipate any user impact.2016-01-29 07:51:03 - Everything operating normally.,https://www.githubstatus.com/incidents/slf8t1bzz5lp
January 2016,Incident on 2016-01-28 22:38:00 UTC,minor,"Jan 28, 22:38 - 22:38 UTC",2016-01-28 22:38:00 - GitHub Pages builds are currently paused for unscheduled maintenance. GitHub Pages sites remain available.2016-01-28 23:29:26 - Everything operating normally.,https://www.githubstatus.com/incidents/dybts6bxyp80
January 2016,Incident on 2016-01-28 10:23:03 UTC,minor,"Jan 28, 10:23 - 10:23 UTC","2016-01-28 10:23:03 - We will be performing additional maintenance on our systems shortly. We do not expect service interruption, and we will update status here.2016-01-28 10:56:38 - Everything operating normally.",https://www.githubstatus.com/incidents/0b5llb5lyc08
January 2016,Incident on 2016-01-28 00:32:02 UTC,major,"Jan 28, 00:32 - 00:32 UTC",2016-01-28 00:32:02 - We're investigating connectivity problems on github.com.2016-01-28 00:46:11 - We're investigating a significant network disruption effecting all github.com services.2016-01-28 00:47:07 - We're investigating a significant network disruption affecting all github.com services.2016-01-28 01:02:20 - We're continuing to investigate a significant network disruption affecting all github.com services.2016-01-28 01:36:38 - We're working to address a widespread issue affecting all github.com services.2016-01-28 01:50:09 - We're working to address a widespread issue affecting all github.com services.2016-01-28 02:04:55 - We're working to address a widespread issue affecting all github.com services.2016-01-28 02:19:56 - We're continuing to address a widespread issue affecting all github.com services.2016-01-28 02:29:24 - The site is recovering. We're continuing to monitor the situation.2016-01-28 03:16:06 - The site is recovering and services are continuing to come back online. We're continuing to monitor the situation.2016-01-28 04:23:50 - Everything operating normally.,https://www.githubstatus.com/incidents/lnrxw0q67yzx
January 2016,Incident on 2016-01-21 20:25:03 UTC,minor,"Jan 21, 20:25 - 20:25 UTC",2016-01-21 20:25:03 - We're investigating issues serving GitHub pages.2016-01-21 20:28:31 - Everything operating normally.,https://www.githubstatus.com/incidents/n1qzj59xgr4x
January 2016,Incident on 2016-01-20 22:47:07 UTC,minor,"Jan 20, 22:47 - 22:47 UTC",2016-01-20 22:47:07 - We're investigating issues affecting a small number of repositories.2016-01-20 22:56:57 - Everything operating normally.,https://www.githubstatus.com/incidents/0685jv9vz0cp
January 2016,Incident on 2016-01-07 18:27:30 UTC,minor,"Jan 7, 18:27 - 18:27 UTC","2016-01-07 18:27:30 - We are investigating an intermittent problem with accessing releases, archives and raw files.2016-01-07 20:11:43 - We are continuing to investigate an intermittent problem with accessing releases, archives and raw files.2016-01-07 20:42:49 - We are taking steps to remediate an intermittent problem with accessing releases, archives and raw files.2016-01-07 21:27:05 - We have taken steps to remediate an intermittent problem with accessing releases, archives and raw files, and are continuing to monitor.2016-01-07 21:56:14 - We have taken steps to remediate an intermittent problem with accessing releases, archives and raw files, and are continuing to monitor.2016-01-07 22:34:43 - We have taken steps to remediate an intermittent problem with accessing releases, archives and raw files, and are continuing to monitor.2016-01-07 23:10:26 - We have taken steps to remediate an intermittent problem with accessing releases, archives and raw files, and are continuing to monitor.2016-01-08 00:31:58 - We have taken steps to remediate an intermittent problem with accessing releases, archives and raw files, and are continuing to monitor.2016-01-08 01:48:28 - We have taken steps to remediate an intermittent problem with accessing releases, archives and raw files, and are continuing to monitor.2016-01-08 02:31:09 - Everything operating normally.",https://www.githubstatus.com/incidents/gwpkh25qbpdw
December 2015,Incident on 2015-12-29 17:06:54 UTC,minor,"Dec 29, 17:06 - 17:06 UTC",2015-12-29 17:06:54 - We're investigating increased error rates with some git operations.2015-12-29 17:25:32 - Everything operating normally.,https://www.githubstatus.com/incidents/wb7b03tcq2tx
December 2015,Incident on 2015-12-17 00:30:21 UTC,minor,"Dec 17, 00:30 - 00:30 UTC",2015-12-17 00:30:21 - We're investigating issues serving Pages sites.2015-12-17 00:34:39 - Everything operating normally.,https://www.githubstatus.com/incidents/5zt59jv5vvxw
December 2015,Incident on 2015-12-15 21:03:06 UTC,minor,"Dec 15, 21:03 - 21:03 UTC",2015-12-15 21:03:06 - We're troubleshooting an issue affecting a small number of repositories.2015-12-15 21:20:56 - We're continuing to investigate the issue. Less than 5 percent of repositories are affected.2015-12-15 21:28:57 - Everything operating normally.,https://www.githubstatus.com/incidents/cqw4z38gy7w0
December 2015,Incident on 2015-12-07 20:43:19 UTC,minor,"Dec 7, 20:43 - 20:43 UTC",2015-12-07 20:43:19 - We are investigating issues in rendering some repositories.2015-12-07 20:59:36 - We're investigating an issue rendering the READMEs of a small number of repositories.2015-12-07 21:15:27 - Everything operating normally.,https://www.githubstatus.com/incidents/bvw6sy92p168
December 2015,Incident on 2015-12-01 18:34:59 UTC,minor,"Dec 1, 18:34 - 18:34 UTC",2015-12-01 18:34:59 - Minor service outage.2015-12-01 18:39:00 - We are currenly experiencing API timeouts and are working to restore service.2015-12-01 18:46:43 - We're returning to normal response times and monitoring the situation.2015-12-01 18:57:16 - Everything operating normally.,https://www.githubstatus.com/incidents/yngz7rn8qt7w
November 2015,Incident on 2015-11-19 17:50:09 UTC,minor,"Nov 19, 17:50 - 17:50 UTC",2015-11-19 17:50:09 - Minor service outage.2015-11-19 18:09:24 - We're investigating reports of connectivity problems with one of our upstream providers.2015-11-19 18:16:02 - Everything operating normally.,https://www.githubstatus.com/incidents/fwz89k1x1vhj
November 2015,Incident on 2015-11-16 02:51:39 UTC,minor,"Nov 16, 02:51 - 02:51 UTC",2015-11-16 02:51:39 - We are investigating reports of page load failures on GitHub Pages.2015-11-16 03:05:58 - Everything operating normally.,https://www.githubstatus.com/incidents/2n4c2ry9gj7f
November 2015,Incident on 2015-11-14 23:31:02 UTC,minor,"Nov 14, 23:31 - 23:31 UTC","2015-11-14 23:31:02 - We are currently experiencing a single fileserver outage. Some repositories may be temporarily unavailable.2015-11-14 23:53:08 - Service is restored, we'll continue to monitor the affected fileserver.",https://www.githubstatus.com/incidents/v7ztgss1512c
November 2015,Incident on 2015-11-09 20:50:37 UTC,minor,"Nov 9, 20:50 - 20:50 UTC",2015-11-09 20:50:37 - Minor service outage.2015-11-09 20:54:59 - We are experiencing issues accessing repositories via SVN and are working to restore full service.2015-11-09 21:10:09 - Everything operating normally.,https://www.githubstatus.com/incidents/728y0lq8l6gl
November 2015,Incident on 2015-11-04 03:00:27 UTC,minor,"Nov 4, 03:00 - 03:00 UTC",2015-11-04 03:00:27 - Minor service outage.2015-11-04 03:18:48 - We are currently experiencing a single fileserver outage. Some repositories may be temporarily unavailable.2015-11-04 03:34:08 - We are continuing to investigate a fileserver outage. Some repositories may be temporarily unavailable.2015-11-04 03:51:41 - Everything operating normally.,https://www.githubstatus.com/incidents/cvr5993df58z
October 2015,Incident on 2015-10-25 21:45:01 UTC,minor,"Oct 25, 21:45 - 21:45 UTC",2015-10-25 21:45:01 - We are currently experiencing a single fileserver outage. Some repositories may be temporarily unavailable.2015-10-25 22:02:22 - We are continuing to investigate a fileserver outage. Some repositories may be temporarily unavailable.2015-10-25 22:16:19 - Everything operating normally.,https://www.githubstatus.com/incidents/jw125pd0stqx
October 2015,Incident on 2015-10-23 12:41:55 UTC,minor,"Oct 23, 12:41 - 12:41 UTC",2015-10-23 12:41:55 - We're experiencing issues delivering webhooks to a small number of hosts as we mitigate a DDoS attack.2015-10-23 13:17:27 - Everything operating normally.,https://www.githubstatus.com/incidents/rkzkcjq0jt4p
October 2015,Incident on 2015-10-22 09:01:25 UTC,minor,"Oct 22, 09:01 - 09:01 UTC","2015-10-22 09:01:25 - We're investigating what appears to be a DDoS attack.2015-10-22 09:31:41 - We're monitoring our DDoS mitigations, which appear to be effective.2015-10-22 09:56:22 - We continue to monitor while we mitigate a DDoS atack. All services are operational.",https://www.githubstatus.com/incidents/5k93tjsbv75k
October 2015,Incident on 2015-10-09 23:15:34 UTC,minor,"Oct 9, 23:15 - 23:15 UTC",2015-10-09 23:15:34 - Minor service outage.2015-10-09 23:31:09 - Systems have stabilized and we are monitoring the situation.2015-10-09 23:47:28 - Everything operating normally.,https://www.githubstatus.com/incidents/brg7lpvdhbfl
September 2015,Incident on 2015-09-28 21:32:56 UTC,minor,"Sep 28, 21:32 - 21:32 UTC",2015-09-28 21:32:56 - We're experiencing delays in outbound email delivery.2015-09-28 22:00:23 - We've identified upstream network issues and have taken steps to route around the problem.,https://www.githubstatus.com/incidents/8y7rj2hdjkbg
September 2015,Incident on 2015-09-22 14:28:49 UTC,minor,"Sep 22, 14:28 - 14:28 UTC",2015-09-22 14:28:49 - Minor service outage.2015-09-22 14:39:02 - We're recovering from a brief performance degredation on one of our data stores. We're investigating and will update if the condition returns.2015-09-22 14:56:09 - Everything operating normally.,https://www.githubstatus.com/incidents/8g5jq1wj7zzk
September 2015,Incident on 2015-09-08 14:33:52 UTC,minor,"Sep 8, 14:33 - 14:33 UTC",2015-09-08 14:33:52 - We're investigating issues affecting some GitHub Pages sites.2015-09-08 14:44:12 - Everything operating normally.,https://www.githubstatus.com/incidents/6v851447qxw7
August 2015,Incident on 2015-08-31 16:09:04 UTC,minor,"Aug 31, 16:09 - 16:09 UTC","2015-08-31 16:09:04 - We're investigating increased API failure rates.2015-08-31 16:31:51 - We've identified the probable cause of increased git and API error rates. We're working to resolve it.2015-08-31 17:18:10 - We've addressed the underlying issue and will continue to monitor the situation for further problems.2015-08-31 18:01:01 - Error rates have subsided, we continue to monitor the situation.",https://www.githubstatus.com/incidents/gf2p0d0lrs1x
August 2015,Incident on 2015-08-25 13:49:29 UTC,minor,"Aug 25, 13:49 - 13:49 UTC",2015-08-25 13:49:29 - Everything operating normally.,https://www.githubstatus.com/incidents/y5xk5wk9wtf8
August 2015,Incident on 2015-08-25 09:39:12 UTC,major,"Aug 25, 09:39 - 09:39 UTC",2015-08-25 09:39:12 - We are investigating reports of connectivity problems.2015-08-25 10:07:20 - We're continuing to diagnose reports of connectivity problems.2015-08-25 10:38:32 - The connectivity problems have been identified as a DDoS attack. We're working to mitigate now.2015-08-25 11:06:09 - We are continuing to work to mitigate an ongoing DDoS attack.2015-08-25 11:27:21 - We are restoring service as we mitigate a DDoS attack.2015-08-25 12:08:21 - We are restoring service as we mitigate a DDoS attack. Response times may be slower while this work continues.2015-08-25 12:52:30 - Service has been restored. We continue to monitor the situation closely.,https://www.githubstatus.com/incidents/6jzdzcz3118s
August 2015,Incident on 2015-08-24 15:47:02 UTC,minor,"Aug 24, 15:47 - 15:47 UTC",2015-08-24 15:47:02 - Minor service outage.2015-08-24 15:58:07 - We're investigating a brief capacity overload. Systems are recovering.2015-08-24 16:08:32 - Everything operating normally.,https://www.githubstatus.com/incidents/wc224vhrdlxb
August 2015,Incident on 2015-08-18 15:21:20 UTC,minor,"Aug 18, 15:21 - 15:21 UTC","2015-08-18 15:21:20 - Executing a controlled failover to address an underlying hardware problem, a small number of repositories will be breifly unavailable.2015-08-18 15:39:03 - Everything operating normally.",https://www.githubstatus.com/incidents/yq6ms27wlk9c
August 2015,Incident on 2015-08-17 20:08:49 UTC,minor,"Aug 17, 20:08 - 20:08 UTC","2015-08-17 20:08:49 - We're investigating an issue affecting a small number of repositories.2015-08-17 20:34:52 - We're working to remediate an issue affecting a small number of repositories.2015-08-17 21:00:22 - We've made changes to reduce download and archive failures, and continue to investigate elevated errors for a small number of repositories.2015-08-17 21:06:36 - The affected repositories are recovering.2015-08-17 21:06:50 - Service has been restored for a failed file server. We're continuing to monitor the situation.2015-08-17 21:17:20 - Everything operating normally.",https://www.githubstatus.com/incidents/7g38pjpwff14
August 2015,Incident on 2015-08-10 19:13:30 UTC,minor,"Aug 10, 19:13 - 19:13 UTC",2015-08-10 19:13:30 - We are investigating a return of increased error rates on repository release downloads and issue image uploads.2015-08-10 19:25:02 - Everything operating normally.,https://www.githubstatus.com/incidents/vmx6sx1np6sw
August 2015,Incident on 2015-08-10 07:30:11 UTC,minor,"Aug 10, 07:30 - 07:30 UTC",2015-08-10 07:30:11 - We are investigating increased error rates on repository release downloads and issue image uploads.2015-08-10 08:45:12 - We've identified an issue with a provider and are continuing to monitor the situation.2015-08-10 09:47:49 - We're continuing to monitor a known issue with an upstream provider.2015-08-10 10:52:08 - Everything operating normally.,https://www.githubstatus.com/incidents/c0ywgxrzttyx
August 2015,Incident on 2015-08-05 03:51:52 UTC,minor,"Aug 5, 03:51 - 03:51 UTC",2015-08-05 03:51:52 - We are investigating reports of connectivity issues to GitHub.com.2015-08-05 04:25:52 - We continue to investigate current connectivity issues on GitHub.com.2015-08-05 04:38:20 - All systems reporting at 100%.,https://www.githubstatus.com/incidents/dbr8xcjt6hvw
July 2015,Incident on 2015-07-28 12:31:26 UTC,minor,"Jul 28, 12:31 - 12:31 UTC",2015-07-28 12:31:26 - jobs.github.com is unavailable while we monitor a database failover.2015-07-28 12:36:32 - Everything operating normally.,https://www.githubstatus.com/incidents/l46x4qppkk1g
July 2015,Incident on 2015-07-23 11:46:33 UTC,minor,"Jul 23, 11:46 - 11:46 UTC",2015-07-23 11:46:33 - We're investigating reports of connectivity issues from Europe2015-07-23 12:13:36 - We've routed around the problem and are monitoring the situation.2015-07-23 12:29:02 - Everything operating normally.,https://www.githubstatus.com/incidents/rbffvfgnwbj0
July 2015,Incident on 2015-07-20 19:48:47 UTC,minor,"Jul 20, 19:48 - 19:48 UTC",2015-07-20 19:48:47 - We are experiencing issues with embedded gists and are investigating.2015-07-20 20:02:42 - We have identified an issue with a small number of legacy embedded gist URLs and are working on a resolution.2015-07-20 20:34:04 - Everything operating normally.,https://www.githubstatus.com/incidents/94cwbp1c134l
July 2015,Incident on 2015-07-10 13:43:30 UTC,major,"Jul 10, 13:43 - 13:43 UTC",2015-07-10 13:43:30 - We're investigating problems affecting a small number of repositories.2015-07-10 13:54:05 - We're investigating an issue affecting site-wide availability.2015-07-10 14:10:28 - Everything operating normally.,https://www.githubstatus.com/incidents/llcnybtjrj4f
July 2015,Incident on 2015-07-06 21:57:08 UTC,major,"Jul 6, 21:57 - 21:57 UTC",2015-07-06 21:57:08 - We are investigating internal and external name resolution errors that may affect site availability.2015-07-06 22:16:38 - We are currently experiencing an external DNS outage. Resolution of GitHub services may be affected.2015-07-06 22:35:00 - Our DNS provider has implemented a fix. Service should begin returning to normal shortly. We are continuing to monitor the situation.2015-07-06 22:44:49 - Service is stabilizing. Hook deliveries may be delayed as we process the backlog.2015-07-06 23:02:55 - We're continuing to process a significant webhook backlog. We'll maintain yellow status until the queues have drained.2015-07-06 23:21:07 - Everything operating normally.,https://www.githubstatus.com/incidents/yg6f2r057fgm
July 2015,Incident on 2015-07-01 17:39:18 UTC,minor,"Jul 1, 17:39 - 17:39 UTC",2015-07-01 17:39:18 - We're investigating reports of failing git clones.2015-07-01 17:46:26 - We've restored git clone service to the small number of affected repositories.,https://www.githubstatus.com/incidents/mvcl4v7rs1br
May 2015,Incident on 2015-05-06 11:32:14 UTC,major,"May 6, 11:32 - 11:32 UTC",2015-05-06 11:32:14 - We're seeing high error rates on github.com and are investigating.2015-05-06 11:40:07 - We're doing emergency maintenance to recover the site.2015-05-06 11:54:37 - We've finished emergency maintenance and are monitoring closely.2015-05-06 12:20:14 - Everything operating normally.,https://www.githubstatus.com/incidents/c5853yprb15c
April 2015,Incident on 2015-04-20 22:31:40 UTC,minor,"Apr 20, 22:31 - 22:31 UTC","2015-04-20 22:31:40 - github.com is currently experiencing connectivity issues, we are investigating.2015-04-20 23:07:36 - Connectivity has stabilized. We're continuing to investigate.2015-04-20 23:54:49 - Everything operating normally.",https://www.githubstatus.com/incidents/9q9mqxx8952s
March 2015,Incident on 2015-03-29 08:05:16 UTC,minor,"Mar 29, 08:05 - 08:05 UTC","2015-03-29 08:05:16 - Minor service outage.2015-03-29 08:18:34 - The ongoing DDoS attack has changed tactics. We are experiencing intermittent service outages and working to mitigate.2015-03-29 10:53:53 - Services are stable as we continue to mitigate against a large scale DDoS attack.2015-03-29 14:52:39 - The ongoing DDoS attack is affecting connectivity to Gist. We're working to mitigate further disruption.2015-03-29 17:21:21 - 87 hours in, our mitigation is deflecting most attack traffic. We're aware of intermittent issues and continue to adapt our response.2015-03-29 19:25:41 - We've adjusted our mitigation tactics and are observing improved TCP performance for the majority of non-attack traffic.2015-03-30 00:38:27 - All systems reporting at 100%. Attack traffic continues, so we remain on high alert.2015-03-30 06:46:44 - The DDoS attack has evolved and we are working to mitigate2015-03-30 11:50:44 - All systems reporting at 100%. Attack traffic continues, so we remain on high alert.2015-03-30 19:32:39 - After 113 hours of sustained DDoS attacks our defenses are holding. We will keep our status at yellow until the threat has subsided.2015-03-31 00:09:29 - Hour 118: Mitigation remains effective and service is stable.2015-03-31 11:11:31 - Everything operating normally.",https://www.githubstatus.com/incidents/1ywm8834qqm3
March 2015,Incident on 2015-03-27 14:45:37 UTC,minor,"Mar 27, 14:45 - 14:45 UTC","2015-03-27 14:45:37 - The attack has ramped up again, and we're evolving our mitigation strategies to match.2015-03-27 15:04:59 - We've deployed our volumetric attack defenses against an extremely large amount of traffic. Performance is stabilizing.2015-03-27 15:49:12 - We're aware that GitHub.com is intermittently unavailable for some users during the ongoing DDoS. Restoring service for all users while deflecting attack traffic is our number one priority.2015-03-27 19:23:56 - The on-going DDoS attack now includes GitHub Pages. We are working to mitigate any service disruption.2015-03-27 22:41:06 - We are continuing to defend GitHub against a very large DDoS attack.2015-03-28 02:30:44 - The ongoing DDoS attack has shifted to include Pages and assets. We are updating our defenses to match.2015-03-28 04:46:35 - The ongoing DDoS attack has adjusted tactics again. We are continuing to adapt and mitigate it.2015-03-28 10:00:47 - The ongoing DDoS attack has shifted again to include Pages and assets. We are updating our defenses to match.2015-03-28 16:18:15 - We are working to mitigate an ongoing and evolving large DDoS attack.2015-03-29 00:50:52 - Into hour 71 defending the attack. Mitigation is holding and service is stable.2015-03-29 06:34:37 - While the attack is ongoing, mitigation continues to hold and service is stable. We remain on high alert in case the attack evolves.",https://www.githubstatus.com/incidents/nlh4qj10yp01
March 2015,Incident on 2015-03-27 08:31:05 UTC,minor,"Mar 27, 08:31 - 08:31 UTC","2015-03-27 08:31:05 - At this time we're fully operational but we're still mitigating the ongoing DDoS attack and there may be intermittent connectivity issues as we continue working on the problem2015-03-27 10:00:22 - We continue to respond to an ongoing DDoS attack. Some users may experience intermittent connectivity with git operations as we mitigate the problem.2015-03-27 12:33:36 - The DDoS attack is still ongoing, but connectivity is back to normal as we continue mitigation. We're keeping a close eye on our traffic for any abnormalities.",https://www.githubstatus.com/incidents/8405zm1x8ygh
March 2015,Incident on 2015-03-27 06:29:07 UTC,minor,"Mar 27, 06:29 - 06:29 UTC",2015-03-27 06:29:07 - The DDoS attack is amplifying again. We are working to mitigate with all hands on deck.2015-03-27 07:25:06 - Everything operating normally.,https://www.githubstatus.com/incidents/r0t33dtntw01
March 2015,Incident on 2015-03-27 02:18:47 UTC,minor,"Mar 27, 02:18 - 02:18 UTC","2015-03-27 02:18:47 - Minor service outage.2015-03-27 02:22:14 - We are investigating increased error rates as an incoming DDoS amplifies their attack.2015-03-27 03:35:02 - We've been under continuous DDoS attack for 24+ hours. The attack is evolving, and we're all hands on deck mitigating.2015-03-27 05:29:33 - Everything operating normally.",https://www.githubstatus.com/incidents/ytv3g387wnvl
March 2015,Incident on 2015-03-26 01:55:03 UTC,minor,"Mar 26, 01:55 - 01:55 UTC",2015-03-26 01:55:03 - Minor service outage.2015-03-26 02:08:24 - We've identified and mitigated a DoS attack that was impacting service. Service is recovering and we are monitoring the situation,https://www.githubstatus.com/incidents/g441v2tjvz95
March 2015,Incident on 2015-03-21 12:00:54 UTC,major,"Mar 21, 12:00 - 12:00 UTC",2015-03-21 12:00:54 - GitHub.com is down for a scheduled database upgrade. We expect to be back in 15 minutes.2015-03-21 12:18:15 - Scheduled maintenance has concluded. We're closely monitoring site health and performance.2015-03-21 12:23:47 - Everything operating normally.,https://www.githubstatus.com/incidents/yht1qj2b1m9v
March 2015,Incident on 2015-03-11 21:30:12 UTC,minor,"Mar 11, 21:30 - 21:30 UTC",2015-03-11 21:30:12 - We're investigating issues with serving JavaScript assets in Safari2015-03-11 22:12:25 - Everything operating normally.,https://www.githubstatus.com/incidents/3r44dg1js9pq
March 2015,Incident on 2015-03-02 19:58:24 UTC,minor,"Mar 2, 19:58 - 19:58 UTC",2015-03-02 19:58:24 - We're investigating expired SSL certificate errors on some domains served by our CDN.2015-03-02 20:16:18 - We've rolled out a new SSL certificate to our CDN and are continuing to investigate some intermittent SSL errors affecting some users2015-03-02 20:24:44 - Everything operating normally.,https://www.githubstatus.com/incidents/dfksgtcq64yg
February 2015,Incident on 2015-02-27 00:01:29 UTC,minor,"Feb 27, 00:01 - 00:01 UTC",2015-02-27 00:01:29 - Code search queries are disabled for the time being while we perform maintenance on the cluster.2015-02-27 00:08:31 - Code search results are currently degraded while we perform maintenance on the cluster.2015-02-27 07:50:10 - Code search is now available. Some repositories may be missing results while the index is repaired.,https://www.githubstatus.com/incidents/srpjl9wq3tq1
February 2015,Incident on 2015-02-26 23:43:02 UTC,minor,"Feb 26, 23:43 - 23:43 UTC",2015-02-26 23:43:02 - An SSL certificate update is affecting some GitHub services and we are working to resolve the issue.2015-02-26 23:55:40 - Everything operating normally.,https://www.githubstatus.com/incidents/kwgrkxqr5qc8
January 2015,Incident on 2015-01-15 21:15:55 UTC,minor,"Jan 15, 21:15 - 21:15 UTC",2015-01-15 21:15:55 - jobs.github.com is entering a brief maintenance window.2015-01-15 21:26:38 - Everything operating normally.,https://www.githubstatus.com/incidents/773rsx3qvqw7
December 2014,Incident on 2014-12-26 05:57:08 UTC,minor,"Dec 26, 05:57 - 05:57 UTC",2014-12-26 05:57:08 - We're investigating intermittent issues with one of our upstream transit providers2014-12-26 06:00:05 - Everything operating normally.,https://www.githubstatus.com/incidents/0fs1zcwvf6gs
December 2014,Incident on 2014-12-25 07:10:35 UTC,minor,"Dec 25, 07:10 - 07:10 UTC",2014-12-25 07:10:35 - We're receiving reports of intermittent connectivity issues for some of our users and are currently investigating.2014-12-25 07:41:15 - The intermittent connectivity problems were the result of problems with one of our upstream network providers. The issues have been resolved however we're keeping a close eye on the situation to make sure.,https://www.githubstatus.com/incidents/rpjqq4w1tft5
December 2014,Incident on 2014-12-23 23:06:50 UTC,minor,"Dec 23, 23:06 - 23:06 UTC",2014-12-23 23:06:50 - Minor service outage.2014-12-23 23:11:39 - We're enabling DDoS mitigation after detecting a large incoming spike in traffic volume.2014-12-23 23:34:58 - Our metrics show nominal TCP performance statistics in spite of the DDoS. We'll continue to monitor and mitigate as necessary.,https://www.githubstatus.com/incidents/t8k8z9cz2j2b
December 2014,Incident on 2014-12-11 03:56:14 UTC,minor,"Dec 11, 03:56 - 03:56 UTC",2014-12-11 03:56:14 - Page builds are paused while a partition is taken offline for diagnostic checks. A small percentage of Pages sites will be unavailable until diagnostics are complete.2014-12-11 04:50:19 - Everything operating normally.,https://www.githubstatus.com/incidents/1whznf2zwns3
December 2014,Incident on 2014-12-08 18:39:31 UTC,minor,"Dec 8, 18:39 - 18:39 UTC",2014-12-08 18:39:31 - We're investigating problems accessing some pages on Gist.2014-12-08 19:01:39 - We're actively mitigating an evolving DDoS attack against many of our services. All services are currently functional.,https://www.githubstatus.com/incidents/llztn6xzvzqp
